MUNICIPIO_CIRCUNSCRICAO,DP_CIRCUNSCRICAO ,Nº DE VÍT HD,MÊS ESTATISTICA,ANO_BO,MUNICIPIO_ELABORACAO,SEXO,IDADE_PESSOA,COR_PELE,PROFISSAO,NATUREZA_APURADA
Viradouro,DM - Viradouro,1,Abril,2015,VIRADOURO,Feminino,54,Parda,FAXINEIRO(A),HOMICÍDIO DOLOSO
Itupeva,DM - Itupeva,1,Abril,2015,ITUPEVA,Feminino,44,Branca,COSTUREIRO(A),HOMICÍDIO DOLOSO
Ubatuba,DM - Ubatuba,1,Abril,2015,UBATUBA,Feminino,37,Parda,AJUDANTE,HOMICÍDIO DOLOSO
São Paulo,049 DP - São Mateus,1,Abril,2015,S.PAULO,Feminino,17,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
Suzano,DM - Suzano,1,Maio,2015,SUZANO,Feminino,20,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Carapicuíba,002 DP - Carapicuiba,1,Maio,2015,CARAPICUIBA,Feminino,23,Preta,OPERADOR(A) TELEMARKETING,HOMICÍDIO DOLOSO
São Paulo,055 DP - Parque São Rafael,1,Maio,2015,S.PAULO,Feminino,30,Parda,ATENDENTE,HOMICÍDIO DOLOSO
Leme,002 DP - Leme,1,Junho,2015,LEME,Feminino,21,Branca,POLICIAL MILITAR,HOMICÍDIO DOLOSO
Sumaré,005 DP - Sumaré,1,Junho,2015,SUMARE,Feminino,55,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Guapiara,DM - Guapiara,1,Junho,2015,GUAPIARA,Feminino,32,Branca,EMPREGADO DOMESTICO,HOMICÍDIO DOLOSO
Campinas,005 DP - Campinas,1,Junho,2015,CAMPINAS,Feminino,32,Branca,COZINHEIRO(A),HOMICÍDIO DOLOSO
Tarabaí,DM - Tarabaí,1,Julho,2015,TARABAI,Feminino,25,Parda,EMPREGADO DOMESTICO,HOMICÍDIO DOLOSO
Bauru,002 DP - Bauru,1,Julho,2015,BAURU,Feminino,31,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Miguelópolis,DM - Miguelópolis,1,Julho,2015,MIGUELOPOLIS,Feminino,35,Branca,AUXILIAR DE VENDAS,HOMICÍDIO DOLOSO
Itaquaquecetuba,DM - Itaquaquecetuba,1,Agosto,2015,ITAQUAQUECETUBA,Feminino,24,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Itapevi,DM - Itapevi,1,Agosto,2015,ITAPEVI,Feminino,57,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Sumaré,002 DP - Sumaré,1,Agosto,2015,SUMARE,Feminino,36,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Campinas,002 DP - Campinas,1,Agosto,2015,CAMPINAS,Feminino,74,Branca,APOSENTADO(A),HOMICÍDIO DOLOSO
Campinas,002 DP - Campinas,1,Agosto,2015,CAMPINAS,Feminino,38,Parda,AUXILIAR DE LIMPEZA,HOMICÍDIO DOLOSO
Guarulhos,006 DP - Guarulhos,1,Setembro,2015,GUARULHOS,Feminino,38,Branca,AUXILIAR DE SERVIÇOS GERAIS,HOMICÍDIO DOLOSO
São Roque,DM - São Roque,1,Setembro,2015,S.ROQUE,Feminino,32,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Roque,DM - São Roque,1,Setembro,2015,S.ROQUE,Feminino,26,Parda,AUTONOMO(A,HOMICÍDIO DOLOSO
Mairinque,DM - Mairinque,1,Setembro,2015,MAIRINQUE,Feminino,26,Preta,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Mairinque,DM - Mairinque,1,Setembro,2015,MAIRINQUE,Feminino,43,Branca,FAXINEIRO(A),HOMICÍDIO DOLOSO
São José do Rio Preto,006 DP - São José do Rio Preto,1,Setembro,2015,S.JOSE DO RIO PRETO,Feminino,39,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Franca,001 DP - Franca,1,Setembro,2015,FRANCA,Feminino,24,Branca,BANCARIO(A),HOMICÍDIO DOLOSO
Ouro Verde,DM - Ouro Verde,1,Outubro,2015,OURO VERDE,Feminino,40,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Ibitinga,DM - Ibitinga,1,Outubro,2015,IBITINGA,Feminino,18,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
São Bernardo do Campo,006 DP - São Bernardo do Campo,1,Novembro,2015,S.BERNARDO DO CAMPO,Feminino,23,Branca,DESEMPREGADO(A),HOMICÍDIO DOLOSO
São Bernardo do Campo,006 DP - São Bernardo do Campo,1,Novembro,2015,S.BERNARDO DO CAMPO,Feminino,18,Branca,CABELEIREIRO(A),HOMICÍDIO DOLOSO
Vargem Grande Paulista,DM - Vargem Grande Paulista,1,Novembro,2015,VARGEM GRANDE PAULISTA,Feminino,41,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Cotia,DM - Cotia,1,Novembro,2015,COTIA,Feminino,53,Outros,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Santos,005 DP - Santos,1,Novembro,2015,SANTOS,Feminino,58,Preta,APOSENTADO(A,HOMICÍDIO DOLOSO
Santos,005 DP - Santos,1,Novembro,2015,SANTOS,Feminino,32,Preta,ESTUDANTE,HOMICÍDIO DOLOSO
São Paulo,032 DP - Itaquera,1,Novembro,2015,S.PAULO,Feminino,30,Branca,OPERADOR(A) TELEMARKETING,HOMICÍDIO DOLOSO
São Paulo,095 DP - Heliópolis,1,Novembro,2015,S.PAULO,Feminino,30,Branca,CORRETOR(A) DE IMOVEIS,HOMICÍDIO DOLOSO
Francisco Morato,DM - Francisco Morato,1,Dezembro,2015,FRANCISCO MORATO,Feminino,16,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Bastos,DM - Bastos,1,Dezembro,2015,BASTOS,Feminino,25,Branca,DESEMPREGADO(A,HOMICÍDIO DOLOSO
São Simão,DM - São Simão,1,Dezembro,2015,S.SIMAO,Feminino,38,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
São Paulo,047 DP - Capão Redondo,1,Dezembro,2015,S.PAULO,Feminino,34,Parda,SECRETARIO(A),HOMICÍDIO DOLOSO
São Paulo,045 DP - Vila Brasilândia,1,Dezembro,2015,S.PAULO,Feminino,38,Branca,EMPREGADO DOMESTICO,HOMICÍDIO DOLOSO
Bauru,001 DP - Bauru,1,Janeiro,2016,BAURU,Feminino,32,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Bauru,001 DP - Bauru,1,Janeiro,2016,BAURU,Feminino,72,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Bauru,001 DP - Bauru,1,Janeiro,2016,BAURU,Feminino,27,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Campinas,009 DP - Campinas,1,Fevereiro,2016,CAMPINAS,Feminino,29,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,090 DP - Parque Novo Mundo,1,Fevereiro,2016,S.PAULO,Feminino,39,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Conchas,DM - Conchas,1,Fevereiro,2016,CONCHAS,Feminino,23,Parda,DESEMPREGADO(A),HOMICÍDIO DOLOSO
Várzea Paulista,DM - Várzea Pta.,1,Fevereiro,2016,VARZEA PAULISTA,Feminino,46,Parda,ENCARREGADO,HOMICÍDIO DOLOSO
São Paulo,025 DP - Parelheiros,1,Fevereiro,2016,S.PAULO,Feminino,0,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Ribeirão Preto,005 DP - Ribeirão Preto,1,Março,2016,RIBEIRAO PRETO,Feminino,52,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
São Paulo,010 DP - Penha de França,1,Março,2016,S.PAULO,Feminino,2,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Sorocaba,011 DP - Sorocaba,1,Março,2016,SOROCABA,Feminino,56,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Paulínia,DM - Paulínea,1,Março,2016,PAULINIA,Feminino,76,Branca,APOSENTADO(A),HOMICÍDIO DOLOSO
Registro,002 DP - Registro,1,Abril,2016,REGISTRO,Feminino,25,Parda,GARÇON(ETE),HOMICÍDIO DOLOSO
Guarulhos,002 DP - Guarulhos,1,Abril,2016,GUARULHOS,Feminino,22,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,042 DP - Parque São Lucas,1,Abril,2016,S.PAULO,Feminino,50,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,054 DP - Cidade Tiradentes,1,Abril,2016,S.PAULO,Feminino,21,Preta,AUXILIAR DE LIMPEZA,HOMICÍDIO DOLOSO
São Paulo,054 DP - Cidade Tiradentes,1,Abril,2016,S.PAULO,Feminino,31,Preta,EMPREGADO DOMESTICO,HOMICÍDIO DOLOSO
Itararé,DM - Itararé,1,Abril,2016,ITARARE,Feminino,27,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Porto Ferreira,DM - Porto Ferreira,1,Abril,2016,PORTO FERREIRA,Feminino,19,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Leme,001 DP - Leme,1,Maio,2016,LEME,Feminino,17,Branca,DESEMPREGADO(A),HOMICÍDIO DOLOSO
São Caetano do Sul,001 DP - S. Caetano do Sul,1,Maio,2016,S.CAETANO DO SUL,Feminino,46,Branca,DESEMPREGADO,HOMICÍDIO DOLOSO
Lins,002 DP - Lins,1,Maio,2016,LINS,Feminino,34,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Diadema,002 DP - Diadema,1,Maio,2016,DIADEMA,Feminino,31,Preta,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Mauá,004 DP - Mauá,1,Maio,2016,MAUA,Feminino,22,Branca,RECEPCIONISTA,HOMICÍDIO DOLOSO
São José do Rio Preto,006 DP - São José do Rio Preto,1,Maio,2016,S.JOSE DO RIO PRETO,Feminino,37,Branca,AUTONOMO(A),HOMICÍDIO DOLOSO
São Paulo,046 DP - Perus,1,Maio,2016,S.PAULO,Feminino,24,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Indaiatuba,DM - Indaiatuba,1,Maio,2016,INDAIATUBA,Feminino,59,Branca,AUXILIAR DE SERVIÇOS GERAIS,HOMICÍDIO DOLOSO
Taboão da Serra,001 DP - Taboão da Serra,1,Junho,2016,TABOAO DA SERRA,Feminino,33,Branca,DESEMPREGADO(A),HOMICÍDIO DOLOSO
Pindamonhangaba,002 DP - Pindamonhangaba,1,Junho,2016,PINDAMONHANGABA,Feminino,27,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Catanduva,002 DP - Catanduva,1,Junho,2016,CATANDUVA,Feminino,61,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Santo André,006 DP - Santo André,1,Junho,2016,S.ANDRE,Feminino,36,Branca,ADMINISTRADOR(A),HOMICÍDIO DOLOSO
São Paulo,025 DP - Parelheiros,1,Junho,2016,S.PAULO,Feminino,33,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
São Paulo,038 DP - Vila Amália,1,Junho,2016,S.PAULO,Feminino,27,Preta,DESEMPREGADO(A),HOMICÍDIO DOLOSO
Miguelópolis,DM - Miguelópolis,1,Junho,2016,MIGUELOPOLIS,Feminino,23,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
São Paulo,001 DP - Sé,1,Julho,2016,S.PAULO,Feminino,35,Branca,ENFERMEIRO(A),HOMICÍDIO DOLOSO
São Bernardo do Campo,002 DP - São Bernardo do Campo,1,Julho,2016,S.BERNARDO DO CAMPO,Feminino,32,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Franca,003 DP - Franca,1,Julho,2016,FRANCA,Feminino,39,Preta,SAPATEIRO(A),HOMICÍDIO DOLOSO
Barretos,001 DP - Barretos,1,Agosto,2016,BARRETOS,Feminino,48,Branca,PEDAGOGO(A),HOMICÍDIO DOLOSO
Itapira,002 DP - Itapira,1,Agosto,2016,ITAPIRA,Feminino,33,Branca,CABELEIREIRO(A),HOMICÍDIO DOLOSO
Sorocaba,008 DP - Sorocaba,1,Agosto,2016,SOROCABA,Feminino,73,Branca,APOSENTADO(A),HOMICÍDIO DOLOSO
São Paulo,045 DP - Vila Brasilândia,1,Agosto,2016,S.PAULO,Feminino,37,Parda,AJUDANTE,HOMICÍDIO DOLOSO
Itapevi,DM - Itapevi,1,Agosto,2016,ITAPEVI,Feminino,52,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Pirajuí,DM - Pirajui,1,Agosto,2016,PIRAJUI,Feminino,59,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Cotia,001 DP - Cotia,1,Setembro,2016,COTIA,Feminino,50,Branca,PROFESSOR(A),HOMICÍDIO DOLOSO
Sorocaba,001 DP - Sorocaba,1,Setembro,2016,SOROCABA,Feminino,32,Preta,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São José dos Campos,003 DP - São Jose dos Campos,1,Setembro,2016,S.JOSE DOS CAMPOS,Feminino,19,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Votuporanga,003 DP - Votuporanga,1,Setembro,2016,VOTUPORANGA,Feminino,65,Branca,OUTROS,HOMICÍDIO DOLOSO
Garça,DM - Garça,1,Setembro,2016,GARCA,Feminino,31,Branca,MONTADOR(A),HOMICÍDIO DOLOSO
Itaquaquecetuba,DM - Itaquaquecetuba,1,Setembro,2016,ITAQUAQUECETUBA,Feminino,16,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Lins,001 DP - Lins,1,Outubro,2016,GETULINA,Feminino,35,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Osasco,008 DP - Osasco,1,Outubro,2016,OSASCO,Feminino,62,Preta,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
São Paulo,037 DP - Campo Limpo,1,Outubro,2016,S.PAULO,Feminino,24,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Alambari,DM - Alambari,1,Outubro,2016,ALAMBARI,Feminino,14,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Pirajuí,DM - Pirajui,1,Outubro,2016,PIRAJUI,Feminino,45,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Ribeirão Preto,003 DP - Ribeirão Preto,1,Outubro,2016,RIBEIRAO PRETO,Feminino,29,Parda,COMERCIANTE,HOMICÍDIO DOLOSO
Bauru,002 DP - Bauru,1,Novembro,2016,BAURU,Feminino,57,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Ourinhos,002 DP - Ourinhos,1,Novembro,2016,OURINHOS,Feminino,25,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,078 DP - Jardins,1,Novembro,2016,S.PAULO,Feminino,28,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Poá,DM - Poá,1,Novembro,2016,POA,Feminino,50,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Presidente Epitácio,DM - Presidente Epitácio,1,Novembro,2016,PRESIDENTE EPITACIO,Feminino,40,Preta,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Osasco,010 DP Osasco,1,Dezembro,2016,OSASCO,Feminino,24,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Franca,005 DP - Franca,1,Dezembro,2016,FRANCA,Feminino,46,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Sales Oliveira,DM - Sales Oliveira,1,Dezembro,2016,SALES OLIVEIRA,Feminino,25,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,097 DP - Americanópolis,1,Janeiro,2017,S.PAULO,Feminino,61,Parda,APOSENTADO(A),HOMICÍDIO DOLOSO
São Paulo,010 DP - Penha de França,1,Janeiro,2017,S.PAULO,Feminino,19,Parda,ATENDENTE DE LANCHANOTE,HOMICÍDIO DOLOSO
São Paulo,064 DP - Cidade A E Carvalho,1,Janeiro,2017,S.PAULO,Feminino,31,Branca,VIGILANTE,HOMICÍDIO DOLOSO
Campinas,003 DP - Campinas,1,Janeiro,2017,CAMPINAS,Feminino,56,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Campinas,003 DP - Campinas,1,Janeiro,2017,CAMPINAS,Feminino,40,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Campinas,003 DP - Campinas,1,Janeiro,2017,CAMPINAS,Feminino,52,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Campinas,003 DP - Campinas,1,Janeiro,2017,CAMPINAS,Feminino,62,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Campinas,003 DP - Campinas,1,Janeiro,2017,CAMPINAS,Feminino,26,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Campinas,003 DP - Campinas,1,Janeiro,2017,CAMPINAS,Feminino,41,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Campinas,003 DP - Campinas,1,Janeiro,2017,CAMPINAS,Feminino,24,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Campinas,003 DP - Campinas,1,Janeiro,2017,CAMPINAS,Feminino,44,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Campinas,003 DP - Campinas,1,Janeiro,2017,CAMPINAS,Feminino,85,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Jundiaí,005 DP - Jundiai,1,Janeiro,2017,JUNDIAI,Feminino,36,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Monte Azul Paulista,DM - Monte Azul Paulista,1,Janeiro,2017,MONTE AZUL PAULISTA,Feminino,57,Branca,AUXILIAR DE ENFERMAGEN,HOMICÍDIO DOLOSO
Itaquaquecetuba,001 DP - Itaquaquecetuba,1,Janeiro,2017,MOGI CRUZES,Feminino,14,Parda,ESTUDANTE,HOMICÍDIO DOLOSO
Suzano,001 DP - Suzano,1,Janeiro,2017,SUZANO,Feminino,0,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Ribeirão Pires,DM - Ribeirão Pires,1,Janeiro,2017,RIBEIRAO PIRES,Feminino,38,Parda,AUXILIAR DE PRODUCAO,HOMICÍDIO DOLOSO
São Paulo,089 DP - Portal do Morumbi,1,Fevereiro,2017,S.PAULO,Feminino,21,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,073 DP - Jaçanã,1,Fevereiro,2017,S.PAULO,Feminino,40,Branca,COSTUREIRO(A),HOMICÍDIO DOLOSO
Bragança Paulista,002 DP - Bragança Pta.,1,Fevereiro,2017,BRAGANCA PAULISTA,Feminino,52,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Urupês,DM - Urupes,1,Fevereiro,2017,URUPES,Feminino,35,Preta,FUNCION.PUBLICO MUNICIPAL,HOMICÍDIO DOLOSO
Itapetininga,001 DP - Itapetininga,1,Fevereiro,2017,ITAPETININGA,Feminino,66,Branca,PENSIONISTA,HOMICÍDIO DOLOSO
Sorocaba,002 DP - Sorocaba,1,Fevereiro,2017,SOROCABA,Feminino,17,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Sorocaba,008 DP - Sorocaba,1,Fevereiro,2017,SOROCABA,Feminino,37,Parda,PENSIONISTA,HOMICÍDIO DOLOSO
Regente Feijó,DM - Regente Feijó,1,Fevereiro,2017,REGENTE FEIJO,Feminino,30,Branca,GARÇON(ETE),HOMICÍDIO DOLOSO
Osasco,006 DP - Osasco,1,Fevereiro,2017,OSASCO,Feminino,50,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Santo André,006 DP - Santo André,1,Fevereiro,2017,S.ANDRE,Feminino,34,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
São Caetano do Sul,DM - S. Caetano do Sul,1,Fevereiro,2017,S.CAETANO DO SUL,Feminino,32,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Caetano do Sul,DM - S. Caetano do Sul,1,Fevereiro,2017,S.CAETANO DO SUL,Feminino,17,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,017 DP - Ipiranga,1,Março,2017,S.PAULO,Feminino,20,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Mirassol,001 DP - Mirassol,1,Março,2017,MIRASSOL,Feminino,31,Preta,METALURGICO(A),HOMICÍDIO DOLOSO
Pilar do Sul,DM - Pilar do Sul,1,Março,2017,PILAR DO SUL,Feminino,44,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Americana,001 DP - Americana,1,Março,2017,AMERICANA,Feminino,35,Branca,OPERADOR DE CAIXA,HOMICÍDIO DOLOSO
Leme,001 DP - Leme,1,Março,2017,LEME,Feminino,24,Preta,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Leme,001 DP - Leme,1,Março,2017,LEME,Feminino,5,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Barueri,DM - Barueri,1,Março,2017,BARUERI,Feminino,34,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Guarulhos,005 DP - Guarulhos,1,Março,2017,GUARULHOS,Feminino,34,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Itapecerica da Serra,DM - Itapecerica da Serra,1,Março,2017,ITAPECERICA DA SERRA,Feminino,41,Branca,COMERCIANTE,HOMICÍDIO DOLOSO
São Paulo,034 DP - Vila Sonia,1,Abril,2017,S.PAULO,Feminino,23,Branca,EMPREGADO DOMESTICO,HOMICÍDIO DOLOSO
São Paulo,046 DP - Perus,1,Abril,2017,S.PAULO,Feminino,41,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,063 DP - Vila Jacuí,1,Abril,2017,S.PAULO,Feminino,29,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Franco da Rocha,DM - Franco da Rocha,1,Abril,2017,FRANCO DA ROCHA,Feminino,0,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Guarulhos,006 DP - Guarulhos,1,Abril,2017,GUARULHOS,Feminino,51,Parda,VENDEDOR(A),HOMICÍDIO DOLOSO
Osasco,009 DP - Osasco,1,Abril,2017,OSASCO,Feminino,35,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,029 DP - Vila Diva,1,Maio,2017,S.PAULO,Feminino,22,Branca,BALCONISTA,HOMICÍDIO DOLOSO
Sertãozinho,DM - Sertãozinho,1,Maio,2017,SERTAOZINHO,Feminino,37,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Arealva,DM - Arealva,1,Maio,2017,AREALVA,Feminino,56,Branca,EMPREGADO DOMESTICO,HOMICÍDIO DOLOSO
Salto,001 DP - Salto,1,Maio,2017,SALTO,Feminino,52,Preta,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Barueri,DM - Barueri,1,Maio,2017,BARUERI,Feminino,33,Parda,AUTONOMO(A),HOMICÍDIO DOLOSO
Carapicuíba,002 DP - Carapicuiba,1,Maio,2017,CARAPICUIBA,Feminino,20,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Arujá,DM - Aruja,1,Maio,2017,ARUJA,Feminino,35,Branca,AUXILIAR DE LIMPEZA,HOMICÍDIO DOLOSO
São Paulo,053 DP - Parque do Carmo,1,Junho,2017,S.PAULO,Feminino,36,Preta,AUXILIAR DE FARMACIA,HOMICÍDIO DOLOSO
Franca,004 DP - Franca,1,Junho,2017,FRANCA,Feminino,40,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Cajamar,001 DP - Cajamar,1,Junho,2017,CAJAMAR,Feminino,34,Branca,PROFESSOR(A),HOMICÍDIO DOLOSO
Santa Isabel,DM - Santa Isabel,1,Junho,2017,S.ISABEL,Feminino,40,Branca,BALCONISTA,HOMICÍDIO DOLOSO
Suzano,DM - Suzano,1,Junho,2017,SUZANO,Feminino,21,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Santo André,006 DP - Santo André,1,Junho,2017,S.ANDRE,Feminino,23,Branca,COMERCIANTE,HOMICÍDIO DOLOSO
Taboão da Serra,001 DP - Taboão da Serra,1,Junho,2017,TABOAO DA SERRA,Feminino,28,Branca,GERENTE,HOMICÍDIO DOLOSO
Pindamonhangaba,003 DP - Pindamonhangaba,1,Julho,2017,PINDAMONHANGABA,Feminino,42,Branca,SOLDADOR(A),HOMICÍDIO DOLOSO
São Roque,DM - São Roque,1,Julho,2017,S.ROQUE,Feminino,49,Branca,AUTONOMO(A),HOMICÍDIO DOLOSO
Tambaú,DM - Tambaú,1,Julho,2017,TAMBAU,Feminino,28,Parda,CABELEIREIRO(A),HOMICÍDIO DOLOSO
Itaquaquecetuba,001 DP - Itaquaquecetuba,1,Julho,2017,ITAQUAQUECETUBA,Feminino,39,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Mogi das Cruzes,004 DP - Mogi das Cruzes,1,Julho,2017,MOGI DAS CRUZES,Feminino,32,Parda,FAXINEIRO(A),HOMICÍDIO DOLOSO
São Paulo,012 DP - Pari,1,Agosto,2017,S.PAULO,Feminino,35,Branca,ADVOGADO(A),HOMICÍDIO DOLOSO
São Paulo,009 DP - Carandiru,1,Agosto,2017,S.PAULO,Feminino,52,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
São Paulo,069 DP - Teotônio Vilela,1,Agosto,2017,S.PAULO,Feminino,29,Branca,VENDEDOR(A),HOMICÍDIO DOLOSO
Batatais,001 DP - Batatais,1,Agosto,2017,BATATAIS,Feminino,40,Parda,BALCONISTA,HOMICÍDIO DOLOSO
Agudos,DM - Agudos,1,Agosto,2017,AGUDOS,Feminino,24,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Valentim Gentil,DM - Valentim Gentil,1,Agosto,2017,VALENTIM GENTIL,Feminino,38,Branca,COPEIRO(A),HOMICÍDIO DOLOSO
Guarujá,001 DP - Guarujá,1,Agosto,2017,GUARUJA,Feminino,20,Branca,ATENDENTE,HOMICÍDIO DOLOSO
São João da Boa Vista,003 DP - São João da Boa Vista,1,Agosto,2017,S.JOAO DA BOA VISTA,Feminino,32,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Diadema,001 DP - Diadema,1,Agosto,2017,DIADEMA,Feminino,22,Parda,ESTUDANTE,HOMICÍDIO DOLOSO
Diadema,004 DP - Diadema,1,Agosto,2017,DIADEMA,Feminino,35,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Osasco,007 DP - Osasco,1,Agosto,2017,OSASCO,Feminino,50,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Mauá,001 DP - Mauá,1,Agosto,2017,MAUA,Feminino,20,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,077 DP - Santa Cecília,1,Setembro,2017,S.PAULO,Feminino,65,Preta,ESCRITURARIO(A),HOMICÍDIO DOLOSO
São Paulo,062 DP - Ermelino Matarazzo,1,Setembro,2017,S.PAULO,Feminino,30,Branca,BALCONISTA,HOMICÍDIO DOLOSO
São Paulo,103 DP - Cohab Itaquera,1,Setembro,2017,S.PAULO,Feminino,45,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
São José dos Campos,004 DP - São Jose dos Campos,1,Setembro,2017,S.JOSE DOS CAMPOS,Feminino,34,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Lins,003 DP - Lins,1,Setembro,2017,LINS,Feminino,85,Parda,APOSENTADO(A),HOMICÍDIO DOLOSO
Tabapuã,DM - Tabapuã,1,Setembro,2017,TABAPUA,Feminino,50,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
